COLLEGE_ID,NAME,UNDERGRAD_POP,PCT_FED_LOAN,MEDIAN_GRAD_DEBT,SETTING
923000.0,Wayne County Community College District,10143.0,20.08%,$10653.5,Urban
232900.0,Wayne State University,16768.0,53.21%,$22899,Urban
795000.0,West Shore Community College,820.0,12.48%,$8758,Rural
4230500.0,Paul Mitchell the School-Grand Rapids,94.0,48.84%,$7289.5,Suburb
233000.0,Western Michigan University,17704.0,59.63%,$26364,Urban
1229100.0,Wright Beauty Academy,49.0,43.48%,$6333,Urban
2050300.0,Academy College,56.0,50.0%,$24216,Urban
554400.0,Alexandria Technical & Community College,1496.0,32.17%,$11750,Town
2514100.0,American Indian OIC Inc,36.0,0.0%,PrivacySuppressed,Urban
735000.0,Anoka Technical College,1541.0,42.04%,$12662.5,Suburb
233200.0,Anoka-Ramsey Community College,5364.0,26.23%,$14456,Suburb
233400.0,Augsburg University,2405.0,79.77%,$27000,Urban
233500.0,Riverland Community College,1880.0,28.45%,PrivacySuppressed,Town
575900.0,Northwest Technical College,634.0,39.43%,$12000,Town
233600.0,Bemidji State University,4399.0,57.09%,$20433,Town
233700.0,Bethany Lutheran College,523.0,64.74%,$23250,Urban
905800.0,Bethel University,2777.0,63.33%,$23445,Suburb
233900.0,Central Lakes College-Brainerd,1909.0,26.8%,$9843,Town
234000.0,Carleton College,2023.0,44.37%,$20000,Town
234600.0,Concordia College at Moorhead,1980.0,66.98%,$27000,Suburb
234700.0,Concordia University-Saint Paul,2575.0,60.04%,$21198,Urban
1040200.0,Dakota County Technical College,2139.0,36.28%,$10363,Rural
236100.0,Martin Luther College,797.0,47.96%,$21500,Town
575700.0,Lake Superior College,3285.0,34.13%,$13384,Urban
960000.0,Cosmetology Careers Unlimited College of Hair Skin and Nails,26.0,55.56%,PrivacySuppressed,Urban
989200.0,Duluth Business University,46.0,76.61%,$28341,Urban
554100.0,Minnesota State Community and Technical College,4191.0,38.74%,$11125,Town
526300.0,Minnesota West Community and Technical College,1826.0,28.49%,$12000,Town
235300.0,Gustavus Adolphus College,2170.0,63.16%,$27000,Town
235400.0,Hamline University,2132.0,67.72%,$24400,Urban
1049100.0,Hennepin Technical College,4286.0,34.97%,$12000,Suburb
235500.0,Hibbing Community College,893.0,44.12%,$11081,Town
2123200.0,Aveda Institute-Minneapolis,443.0,38.86%,$7443,Urban
974000.0,Inver Hills Community College,3269.0,28.3%,$12750,Suburb
235600.0,Itasca Community College,845.0,33.17%,$11000,Town
235800.0,Macalester College,2116.0,41.61%,$21500,Urban
553700.0,South Central College,2393.0,42.64%,$13000,Urban
236000.0,Minnesota State University-Mankato,11966.0,54.71%,$22198,Urban
1173201.0,Mayo Clinic School of Health Sciences,215.0,32.11%,$9610.5,Urban
2179901.0,Argosy University-Twin Cities,1065.0,74.14%,$30481,Urban
400900.0,Mesabi Range College,724.0,32.98%,$11697,Town
1037400.0,Metropolitan State University,7080.0,47.67%,$18000,Urban
396900.0,University of Minnesota-Twin Cities,31535.0,40.33%,$20000,Urban
406900.0,University of Minnesota-Crookston,1797.0,38.68%,$20467.5,Town
464500.0,Minneapolis Business College,177.0,91.87%,$12000,Suburb
236500.0,Minneapolis College of Art and Design,675.0,85.92%,$25800,Urban
236200.0,Minneapolis Community and Technical College,6218.0,35.1%,$17000,Urban
962108.0,Herzing University-Minneapolis,372.0,87.1%,$23139.5,Suburb
2238100.0,Minnesota School of Cosmetology-Woodbury Campus,138.0,43.36%,$10194,Suburb
238800.0,University of Minnesota-Duluth,9199.0,55.48%,$24250,Urban
238900.0,University of Minnesota-Morris,1554.0,46.08%,$19295,Town
983100.0,Model College of Hair Design,82.0,80.0%,$8280,Urban
236700.0,Minnesota State University Moorhead,4834.0,57.79%,$22579,Suburb
237000.0,North Hennepin Community College,5124.0,34.13%,$14750,Suburb
405708.0,National American University-Roseville,99.0,86.18%,$30223,Suburb
795400.0,Normandale Community College,7222.0,25.1%,$12000,Urban
236900.0,North Central University,893.0,64.63%,$25062.5,Urban
238500.0,Northland Community and Technical College,2300.0,38.68%,$13300,Town
237100.0,University of Northwestern-St Paul,1827.0,46.2%,$21594,Suburb
1232800.0,Northwestern Health Sciences University,43.0,53.98%,$8300,Urban
999200.0,Oak Hills Christian College,94.0,64.52%,$25250,Town
553500.0,Pine Technical & Community College,686.0,25.93%,$17765.5,Town
677500.0,Rainy River Community College,176.0,34.16%,$7100,Town
237300.0,Rochester Community and Technical College,4204.0,38.69%,$14250,Urban
234100.0,College of Saint Benedict,1937.0,68.54%,$27000,Suburb
553400.0,St Cloud Technical and Community College,3765.0,43.61%,$12000,Urban
237700.0,Saint Cloud State University,9676.0,43.97%,$21997,Urban
237900.0,Saint Johns University,1720.0,65.45%,$27000,Rural
238000.0,Saint Mary's University of Minnesota,1471.0,62.26%,$23250,Town
238200.0,St Olaf College,3004.0,50.26%,$27000,Town
238300.0,Crown College,853.0,60.81%,$24500,Rural
234300.0,The College of Saint Scholastica,2626.0,67.06%,$20197,Urban
234500.0,University of St Thomas,6085.0,52.27%,$25000,Urban
1260603.0,Empire Beauty School-Bloomington,121.0,64.06%,$11522,Urban
234200.0,St Catherine University,3100.0,72.89%,$26938,Urban
869400.0,Rasmussen College-Minnesota,3848.0,64.65%,$18254,Urban
553300.0,Saint Paul College,5471.0,32.16%,$11250,Urban
237500.0,Southwest Minnesota State University,2133.0,20.08%,$20500,Town
2260500.0,Summit Academy Opportunities Industrialization Center,371.0,0.0%,PrivacySuppressed,Urban
235000.0,Vermilion Community College,459.0,46.4%,$12000,Town
464100.0,Dunwoody College of Technology,1288.0,65.43%,$15649,Urban
525200.0,Ridgewater College,2678.0,39.3%,$12000,Town
239300.0,Minnesota State College Southeast,1388.0,40.02%,$11500,Town
239400.0,Winona State University,7308.0,60.97%,$23206,Town
1054600.0,Century College,7502.0,33.8%,$14148.5,Suburb
239600.0,Alcorn State University,3172.0,78.12%,$29500,Rural
239700.0,Belhaven University,2410.0,85.67%,$27000,Urban
239800.0,Blue Mountain College,587.0,55.7%,$16250,Rural
2074900.0,Chris Beauty College,91.0,0.0%,PrivacySuppressed,Urban
240100.0,Coahoma Community College,1625.0,0.0%,PrivacySuppressed,Rural
1289101.0,Antonelli College-Jackson,270.0,84.72%,$16985.5,Rural
240200.0,Copiah-Lincoln Community College,2385.0,17.03%,$4580,Rural
2249900.0,Delta Beauty College,14.0,55.88%,PrivacySuppressed,Town
240300.0,Delta State University,2360.0,55.01%,$18000,Town
240400.0,East Central Community College,2077.0,17.47%,$5500,Rural
240500.0,East Mississippi Community College,3422.0,29.33%,$8000,Rural
2251700.0,Fosters Cosmetology College,42.0,33.96%,PrivacySuppressed,Rural
2244305.0,Academy of Hair Design-Grenada,29.0,59.52%,$6500,Rural
240700.0,Hinds Community College,9802.0,38.63%,$6625,Town
240800.0,Holmes Community College,4853.0,17.56%,$5500,Rural
240900.0,Itawamba Community College,4358.0,17.64%,$6000,Town
241000.0,Jackson State University,6467.0,68.55%,$28000,Urban
241100.0,Jones County Junior College,4025.0,4.68%,$5750,Town
241300.0,Meridian Community College,3243.0,10.43%,$5113,Town
241400.0,Millsaps College,801.0,59.46%,$27000,Urban
241600.0,Mississippi Delta Community College,2034.0,0.0%,PrivacySuppressed,Town
244000.0,University of Mississippi,18537.0,41.9%,$19500,Town
242200.0,Mississippi University for Women,2302.0,52.31%,$14000,Town
242400.0,Mississippi Valley State University,1713.0,79.71%,$27892,Town
241500.0,Mississippi College,3041.0,48.49%,$24252.5,Suburb
2302800.0,Mississippi College of Beauty Culture,48.0,3.08%,PrivacySuppressed,Town
241700.0,Mississippi Gulf Coast Community College,7858.0,30.53%,$9000,Rural
242300.0,Mississippi State University,17723.0,48.26%,$23000,Town
242600.0,Northeast Mississippi Community College,2975.0,21.7%,$9500,Town
242700.0,Northwest Mississippi Community College,6522.0,18.92%,$5835,Town
243000.0,Pearl River Community College,3817.0,15.14%,$6000,Rural
243300.0,Rust College,860.0,77.29%,$29324.5,Town
243500.0,Southeastern Baptist College,37.0,0.0%,PrivacySuppressed,Town
243600.0,Southwest Mississippi Community College,1779.0,0.0%,PrivacySuppressed,Town
244100.0,University of Southern Mississippi,11747.0,58.43%,$25000,Urban
2320800.0,Magnolia College of Cosmetology,139.0,69.23%,$6500,Urban
243900.0,Tougaloo College,789.0,83.99%,$35500,Urban
244700.0,William Carey University,2086.0,51.6%,$20832,Urban
244900.0,Avila University,1229.0,66.47%,$26000,Urban
1320800.0,Baptist Bible College,268.0,76.56%,$25250,Urban
2277500.0,House of Heavilin Beauty College-Blue Springs,111.0,60.53%,$7917,Suburb
2068200.0,Cox College,730.0,74.15%,$19576,Urban
245000.0,Calvary University,222.0,46.75%,$21392,Urban
553200.0,Cape Girardeau Career and Technology Center,248.0,59.28%,$9500,Urban
2266400.0,Central Christian College of the Bible,226.0,83.05%,$16100,Town
245300.0,Central Methodist University-College of Liberal Arts and Sciences,1059.0,73.22%,$16950,Town
245400.0,University of Central Missouri,8589.0,53.42%,$21500,Town
553100.0,Grand River Technical School,71.0,0.0%,PrivacySuppressed,Town
2090700.0,Cleveland University-Kansas City,39.0,78.85%,$10500,Urban
2289200.0,Columbia Area Career Center,57.0,32.72%,PrivacySuppressed,Urban
245600.0,Columbia College,11975.0,48.45%,$22250,Urban
246700.0,Conception Seminary College,67.0,30.77%,PrivacySuppressed,Rural
245800.0,Cottey College,265.0,53.47%,$12000,Town
245900.0,Crowder College,3344.0,14.98%,$8000,Town
246000.0,Culver-Stockton College,1029.0,72.02%,$27000,Rural
246100.0,Drury University,2971.0,56.61%,$23000,Urban
886200.0,East Central College,2163.0,14.6%,$9625,Rural
2564700.0,Elaine Steven Beauty College,122.0,52.85%,$12464,Suburb
1040500.0,Pinnacle Career Institute-South Kansas City,235.0,73.75%,$12546,Urban
246300.0,Evangel University,1627.0,93.24%,$24249.5,Urban
246400.0,Fontbonne University,874.0,68.6%,$25000,Suburb
2056100.0,Four Rivers Career Center,33.0,74.29%,$9500,Town
3083000.0,Ozarks Technical Community College,10618.0,55.72%,$11657,Urban
908900.0,Hannibal-LaGrange University,744.0,52.68%,$19050,Town
246600.0,Harris-Stowe State University,1423.0,72.75%,$29750,Urban
1027900.0,Hickey College,246.0,87.79%,$12000,Suburb
960700.0,House of Heavilin Beauty College-Kansas City,27.0,62.22%,PrivacySuppressed,Urban
959000.0,Independence College of Cosmetology,65.0,60.49%,$11664.5,Suburb
246800.0,Jefferson College,4182.0,15.58%,$9902,Rural
3077200.0,Paul Mitchell the School-Missouri Columbia,79.0,78.26%,$10541.5,Urban
638900.0,Barnes-Jewish College Goldfarb School of Nursing,569.0,77.04%,$19062,Urban
247300.0,Kansas City Art Institute,659.0,70.91%,$27000,Urban
247600.0,Kenrick Glennon Seminary,48.0,0.0%,PrivacySuppressed,Suburb
2263400.0,Lake Career and Technical Center,15.0,0.0%,PrivacySuppressed,Rural
2142200.0,Lex La-Ray Technical Center,31.0,73.47%,PrivacySuppressed,Town
247900.0,Lincoln University,2045.0,77.08%,$23732.5,Urban
248000.0,Lindenwood University,6807.0,62.18%,$26529,Urban
471100.0,State Technical College of Missouri,1135.0,51.18%,$10421,Rural
470300.0,Logan University,98.0,59.54%,$6250,Suburb
248400.0,Metropolitan Community College-Kansas City,14276.0,9.89%,$8937,Urban
248200.0,Maryville University of Saint Louis,3112.0,60.09%,$24539,Suburb
2520800.0,Merrell University of Beauty Arts and Science,55.0,50.4%,$9500,Urban
2180200.0,Metro Business College-Cape Girardeau,61.0,70.0%,$11483.5,Urban
2121100.0,Midwest Institute,270.0,54.59%,$9500,Suburb
248500.0,Midwestern Baptist Theological Seminary,417.0,55.67%,$14251,Urban
248600.0,Mineral Area College,2774.0,15.74%,$8000,Town
754000.0,Missouri Baptist University,1819.0,29.55%,$22669,Suburb
248800.0,Missouri Southern State University,5426.0,49.81%,$19550,Urban
248900.0,Missouri Valley College,1329.0,54.76%,$27000,Town
249000.0,Missouri Western State University,4171.0,43.13%,$22000,Urban
251600.0,University of Missouri-Columbia,23455.0,41.81%,$22000,Urban
251800.0,University of Missouri-Kansas City,7854.0,36.17%,$21000,Urban
251700.0,Missouri University of Science and Technology,6872.0,49.81%,$24250,Town
251900.0,University of Missouri-St Louis,7362.0,31.63%,$20460,Suburb
249100.0,Moberly Area Community College,3635.0,15.51%,$9612.5,Town
826900.0,Hillyard Technical Center,106.0,55.83%,$9500,Urban
2608000.0,Neosho Beauty College,43.0,58.62%,PrivacySuppressed,Town
249500.0,Truman State University,5241.0,39.77%,$22402,Town
249600.0,Northwest Missouri State University,5065.0,56.36%,$23557,Town
2202700.0,Ozark Christian College,577.0,51.11%,$19047,Urban
250000.0,College of the Ozarks,1491.0,0.0%,PrivacySuppressed,Town
249800.0,Park University,9442.0,29.45%,$18125,Suburb
855200.0,Stevens-The Institute of Business & Arts,121.0,92.42%,$33233.5,Urban
543000.0,Poplar Bluff Technical Career Center,21.0,56.34%,$9500,Town
1250000.0,Ranken Technical College,1644.0,79.51%,$12075,Urban
639200.0,Research College of Nursing,129.0,68.61%,$13000,Urban
249900.0,Rockhurst University,1623.0,42.12%,$21500,Urban
542900.0,Rolla Technical Institute/Center,113.0,59.75%,$9270,Town
250600.0,Saint Louis University,7209.0,30.09%,$25750,Urban
2214500.0,Salem College of Hairstyling,45.0,0.0%,PrivacySuppressed,Town
2309100.0,American College of Hair Design Inc,13.0,46.15%,PrivacySuppressed,Town
542600.0,Sikeston Career and Technology Center,43.0,60.42%,PrivacySuppressed,Town
1258000.0,Saint Louis Christian College,78.0,69.91%,$29000,Suburb
250400.0,St. Louis College of Pharmacy,448.0,70.69%,$19500,Urban
247100.0,Saint Louis Community College,16785.0,8.39%,$6500,Suburb
250200.0,Southwest Baptist University,2252.0,51.29%,$21735,Town
3106000.0,Missouri State University-West Plains,1229.0,19.11%,$10500,Town
978200.0,Saint Luke's College of Health Sciences,478.0,60.82%,$21680,Urban
2340500.0,St Louis College of Health Careers-St Louis,258.0,71.55%,$9668,Urban
808000.0,State Fair Community College,3517.0,18.39%,$10500,Town
251200.0,Stephens College,647.0,75.86%,$25436,Urban
250100.0,Southeast Missouri State University,8910.0,44.34%,$22185,Urban
250300.0,Missouri State University-Springfield,17371.0,47.22%,$22424,Urban
471300.0,Three Rivers College,2672.0,20.11%,$10500,Town
251400.0,North Central Missouri College,1171.0,23.66%,$10500,Town
252000.0,Washington University in St Louis,7253.0,19.54%,$19500,Suburb
252100.0,Webster University,2954.0,55.45%,$23225.5,Suburb
252300.0,Westminster College,764.0,76.14%,$26000,Town
252400.0,William Jewell College,928.0,77.22%,$25000,Suburb
252500.0,William Woods University,919.0,59.63%,$20545,Town
2621300.0,Academy of Cosmetology,31.0,48.72%,PrivacySuppressed,Town
2510600.0,Blackfeet Community College,372.0,0.0%,PrivacySuppressed,Rural
790000.0,Butte Academy of Beauty Culture,37.0,60.34%,$7924.5,Town
253101.0,Highlands College of Montana Tech,456.0,33.59%,$19500,Town
4187700.0,Crevier's Academy of Cosmetology Arts,69.0,68.33%,$12151,Town
252600.0,Carroll College,1309.0,54.71%,$26582.5,Town
252900.0,Dawson Community College,243.0,44.78%,$10785,Town
2545200.0,Chief Dull Knife College,126.0,0.0%,PrivacySuppressed,Rural
253000.0,Montana State University Billings,3478.0,44.41%,$17955,Urban
677700.0,Flathead Valley Community College,1538.0,17.97%,$9200,Rural
2517500.0,Aaniiih Nakoda College,122.0,0.0%,PrivacySuppressed,Rural
2343000.0,Fort Peck Community College,295.0,0.0%,PrivacySuppressed,Town
931400.0,Great Falls College Montana State University,1228.0,45.82%,PrivacySuppressed,Urban
252700.0,University of Providence,923.0,39.07%,$26000,Urban
757000.0,Helena College University of Montana,903.0,34.39%,$16125,Town
2286600.0,Little Big Horn College,193.0,0.0%,PrivacySuppressed,Rural
252800.0,Miles Community College,389.0,58.15%,$12000,Town
253100.0,Montana Technological University,1640.0,41.33%,$19500,Town
253200.0,Montana State University,14383.0,42.67%,$23505,Town
253600.0,The University of Montana,8958.0,49.0%,$22977,Urban
253300.0,Montana State University-Northern,1062.0,55.05%,$15882.5,Town
253400.0,Rocky Mountain College,884.0,66.19%,$26000,Urban
2143400.0,Salish Kootenai College,739.0,27.47%,$11341,Rural
253700.0,The University of Montana-Western,1397.0,48.69%,$22575,Town
952300.0,La'James International College,17.0,67.65%,PrivacySuppressed,Town
974300.0,Bellevue University,5665.0,50.13%,$19271,Suburb
986200.0,Clarkson College,678.0,68.61%,$24750,Urban
639900.0,Bryan College of Health Sciences,552.0,73.7%,$25873,Urban
2099500.0,Central Community College,3743.0,18.87%,$5500,Urban
253900.0,Chadron State College,1916.0,52.44%,$18500,Town
2079700.0,College of Hair Design-Downtown,88.0,88.24%,$14499,Urban
254100.0,Concordia University-Nebraska,1233.0,45.15%,$24781.5,Town
254200.0,Creighton University,4212.0,48.35%,$25300,Urban
254400.0,Doane University-Arts & Sciences,1068.0,81.85%,$23862.5,Town
254700.0,Grace University,220.0,66.99%,$19500,Urban
254800.0,Hastings College,1082.0,64.14%,$26500,Town
849200.0,CHI Health School of Radiologic Technology,15.0,11.11%,PrivacySuppressed,Urban
1151900.0,Joseph's College Cosmetology,202.0,57.93%,$14305.5,Urban
255100.0,University of Nebraska at Kearney,4440.0,45.65%,$20980,Town
458609.0,Purdue University Global-Lincoln,235.0,66.67%,$28018.5,Urban
640400.0,Nebraska Methodist College of Nursing & Allied Health,861.0,71.79%,$23437,Urban
1258600.0,Metropolitan Community College Area,7107.0,13.98%,$6924.5,Urban
255700.0,Mid-Plains Community College,1205.0,20.12%,$8466,Town
255300.0,Midland University,1211.0,62.89%,$27000,Town
125212.0,Nebraska Christian College of Hope International University,146.0,53.33%,$25624.5,Rural
255400.0,University of Nebraska at Omaha,12424.0,42.38%,$19500,Urban
458608.0,Purdue University Global-Omaha,355.0,71.16%,$28018.5,Urban
2550800.0,Nebraska Indian Community College,126.0,0.0%,PrivacySuppressed,Rural
689500.0,University of Nebraska Medical Center,849.0,65.22%,$15000,Urban
255500.0,Nebraska Wesleyan University,1748.0,65.91%,$24491,Urban
256500.0,University of Nebraska-Lincoln,20954.0,40.55%,$21787.5,Urban
1166700.0,Northeast Community College,2693.0,23.27%,$10261.5,Town
255900.0,Peru State College,1388.0,41.97%,$21573,Rural
4240800.0,Summit Christian College,25.0,0.0%,PrivacySuppressed,Town
254000.0,College of Saint Mary,780.0,75.92%,$26692.5,Urban
2508300.0,Southeast Community College Area,6250.0,50.17%,$10024,Urban
256300.0,Union College,747.0,69.27%,$27000,Urban
256596.0,Nebraska College of Technical Agriculture,260.0,36.84%,$21787.5,Rural
256600.0,Wayne State College,2610.0,55.16%,$19921.5,Town
256000.0,Western Nebraska Community College,1186.0,16.29%,$6687,Town
256700.0,York College,428.0,88.4%,$26000,Town
1323200.0,Academy of Hair Design-Las Vegas,239.0,68.25%,$9500,Urban
2621500.0,Career College of Northern Nevada,401.0,74.03%,$12953,Suburb
1036200.0,College of Southern Nevada,28959.0,14.48%,$9636,Urban
4051303.0,The Art Institute of Las Vegas,683.0,79.16%,$22999,Urban
2237500.0,Las Vegas College,272.0,68.64%,$10724,Urban
256900.0,University of Nevada-Las Vegas,24783.0,34.93%,$18500,Urban
256800.0,University of Nevada-Reno,17930.0,36.64%,$18280,Urban
697700.0,Great Basin College,1981.0,6.89%,$9732,Town
919200.0,Sierra Nevada College,433.0,51.46%,$21550,Town
2107700.0,Truckee Meadows Community College,7859.0,6.93%,$10000,Urban
1036300.0,Western Nevada College,3000.0,9.89%,$13872,Urban
257200.0,Colby-Sawyer College,963.0,71.55%,$27000,Rural
1318900.0,Continental Academie of Hair Design-Hudson,32.0,78.85%,PrivacySuppressed,Suburb
257300.0,Dartmouth College,4315.0,25.22%,$14819,Town
864500.0,Empire Beauty School-Laconia,71.0,53.38%,$9000,Town
2179600.0,Empire Beauty School-Somersworth,122.0,44.51%,$9763,Suburb
257500.0,Franklin Pierce University,1710.0,79.52%,$27000,Rural
2245400.0,Keene Beauty Academy,38.0,60.87%,PrivacySuppressed,Town
2223300.0,Northeast Catholic College,70.0,70.0%,PrivacySuppressed,Rural
2174800.0,Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School,127.0,71.0%,$9833,Suburb
257900.0,New England College,1819.0,77.14%,$26000,Rural
2247000.0,New England School of Hair Design,29.0,50.0%,PrivacySuppressed,Rural
258000.0,Southern New Hampshire University,68214.0,69.15%,$18347.5,Suburb
3729300.0,New Hampshire Institute for Therapeutic Arts,20.0,60.0%,PrivacySuppressed,Suburb
258900.0,University of New Hampshire-Main Campus,12847.0,65.21%,$27000,Suburb
259000.0,Keene State College,3688.0,70.54%,$26000,Town
258901.0,University of New Hampshire at Manchester,711.0,50.13%,$27000,Urban
259100.0,Plymouth State University,4072.0,76.16%,$26979,Town
258100.0,NHTI-Concord's Community College,3309.0,51.1%,$15275,Town
529100.0,White Mountains Community College,622.0,55.61%,$10102,Town
756000.0,River Valley Community College,754.0,48.84%,$16000,Rural
755500.0,Lakes Region Community College,763.0,53.14%,PrivacySuppressed,Rural
258200.0,Manchester Community College,2272.0,42.41%,$16000,Urban
923600.0,Nashua Community College,1534.0,36.77%,$12000,Urban
258300.0,Great Bay Community College,1616.0,42.06%,$15000,Suburb
2211600.0,Paul Mitchell the School-Portsmouth,34.0,56.25%,$9833,Suburb
258600.0,Rivier University,1408.0,71.76%,$25635,Urban
258700.0,Saint Anselm College,1956.0,72.02%,$27000,Suburb
2140400.0,St Joseph School of Nursing,121.0,85.08%,$13762.5,Urban
3101300.0,Granite State College,1676.0,64.43%,$15270,Town
3043100.0,Thomas More College of Liberal Arts,90.0,73.12%,PrivacySuppressed,Suburb
1246200.0,Eastwick College-Hackensack,399.0,91.25%,$13600,Suburb
259600.0,Atlantic Cape Community College,5191.0,15.21%,$9500,Rural
2132300.0,Fortis Institute-Wayne,599.0,73.15%,$9593.5,Suburb
473600.0,Bergen Community College,12933.0,16.5%,$10500,Suburb
750200.0,Berkeley College-Woodland Park,3342.0,77.09%,$17595.5,Suburb
794700.0,Beth Medrash Govoha,2629.0,0.07%,$5500,Urban
259700.0,Bloomfield College,1833.0,77.52%,$30966.5,Suburb
840400.0,Brookdale Community College,10843.0,10.47%,$10000,Rural
773000.0,Rowan College at Burlington County,8176.0,12.63%,$8990,Suburb
259800.0,Caldwell University,1596.0,68.36%,$26395,Suburb
686500.0,Camden County College,9055.0,14.74%,$9524,Suburb
259900.0,Centenary University,1351.0,65.06%,$25000,Suburb
2312000.0,Adult and Continuing Education-BCTS,78.0,47.27%,$3500,Suburb
1085100.0,Branford Hall Career Institute-Parsippany,44.0,50.0%,$8143,Suburb
1246100.0,Lincoln Technical Institute-Iselin,380.0,78.91%,$10572,Suburb
2106601.0,American Institute-Clifton,652.0,62.08%,$8607,Suburb
772900.0,County College of Morris,7017.0,16.59%,$9000,Suburb
260100.0,Cumberland County College,3045.0,17.98%,$11000,Rural
2154000.0,Divers Academy International,54.0,88.99%,PrivacySuppressed,Suburb
260300.0,Drew University,1404.0,55.23%,$26670,Suburb
793808.0,Lincoln Technical Institute-South Plainfield,308.0,72.77%,$12000,Suburb
710700.0,Essex County College,8083.0,0.0%,PrivacySuppressed,Urban
945919.0,Empire Beauty School-Union,121.0,79.53%,$11709,Suburb
260700.0,Fairleigh Dickinson University-Metropolitan Campus,3391.0,38.48%,$25000,Suburb
261000.0,Felician University,1616.0,72.94%,$25000,Suburb
260701.0,Fairleigh Dickinson University-Florham Campus,2731.0,67.52%,$25000,Suburb
849400.0,Hohokus School of Trade and Technical Sciences,190.0,89.47%,PrivacySuppressed,Suburb
260800.0,Georgian Court University,1447.0,65.81%,$23500,Urban
260900.0,Rowan University,15089.0,58.98%,$19672,Suburb
690100.0,Rowan College at Gloucester County,6186.0,22.34%,$9564.5,Suburb
757309.0,Empire Beauty School-Cherry Hill,91.0,80.14%,$10689,Suburb
2104000.0,Harris School of Business-Cherry Hill Campus,236.0,61.51%,$9500,Suburb
2053700.0,Eastwick College-Ramsey,768.0,56.79%,$16137,Suburb
641700.0,Holy Name Medical Center-Sister Claire Tynan School of Nursing,159.0,81.37%,$17900,Suburb
1295400.0,Hudson County Community College,7984.0,10.17%,$9064.5,Urban
261300.0,New Jersey City University,6359.0,49.09%,$17031.5,Urban
2146800.0,Joe Kubert School of Cartoon and Graphic Art,96.0,59.55%,$19500,Suburb
262200.0,Kean University,11761.0,61.59%,$24000,Suburb
2586900.0,Harris School of Business-Voorhees Campus,312.0,50.0%,$8451.5,Suburb
793811.0,Lincoln Technical Institute-Union,1224.0,74.74%,$12000,Suburb
1090300.0,Rizzieri Aveda School for Beauty and Wellness,286.0,50.11%,$5500,Suburb
474000.0,Mercer County Community College,6570.0,9.15%,PrivacySuppressed,Rural
261500.0,Middlesex County College,10478.0,6.43%,$9000,Suburb
261600.0,Monmouth University,4683.0,66.14%,$26600,Suburb
261700.0,Montclair State University,16673.0,58.8%,$23000,Suburb
642100.0,JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools-School of Nursing,383.0,78.2%,$21000,Suburb
2092300.0,Eastwick College-Nutley,486.0,92.29%,$11939,Suburb
2223700.0,Robert Fiance Beauty Schools-West New York,375.0,42.3%,$7675,Suburb
262100.0,New Jersey Institute of Technology,7489.0,43.08%,$23261,Urban
262400.0,Ocean County College,7141.0,16.0%,$11000,Suburb
1062900.0,P B Cosmetology Education Center,166.0,50.38%,$7667,Suburb
759300.0,Parisian Beauty School,413.0,57.57%,$7000,Suburb
999400.0,Passaic County Community College,6617.0,6.26%,$5500,Suburb
2131600.0,Pennco Tech-Blackwood,652.0,64.09%,$9500,Suburb
262700.0,Princeton University,5246.0,3.87%,$7500,Suburb
860900.0,Rabbinical College of America,227.0,0.0%,PrivacySuppressed,Suburb
934400.0,Ramapo College of New Jersey,5314.0,52.78%,$22500,Suburb
1209000.0,Robert Fiance Beauty Schools-Perth Amboy,164.0,10.56%,$8336,Suburb
262800.0,Rider University,4042.0,66.43%,$25827,Suburb
2061800.0,Roman Academy of Beauty Culture,98.0,68.18%,PrivacySuppressed,Suburb
262901.0,Rutgers University-Camden,5360.0,63.6%,$22250,Urban
262900.0,Rutgers University-New Brunswick,35296.0,49.73%,$22250,Urban
262902.0,Rutgers University-Newark,8122.0,50.23%,$22250,Urban
263800.0,Saint Peter's University,2547.0,57.22%,$23800,Urban
546100.0,Salem Community College,896.0,18.01%,$10500,Suburb
263200.0,Seton Hall University,5717.0,52.24%,$25000,Suburb
2234600.0,Atlantic Beauty & Spa Academy LLC,128.0,67.71%,$8630,Suburb
260000.0,College of Saint Elizabeth,749.0,63.43%,$25000,Suburb
773100.0,Raritan Valley Community College,6856.0,7.71%,$8686,Rural
263900.0,Stevens Institute of Technology,3114.0,59.52%,$27000,Suburb
934500.0,Stockton University,8242.0,69.44%,$20875,Suburb
1198900.0,Talmudical Academy-New Jersey,60.0,0.0%,PrivacySuppressed,Suburb
545200.0,Teterboro School of Aeronautics,254.0,61.88%,$12000,Suburb
2192200.0,Thomas Edison State University,10787.0,13.98%,$11099,Urban
264200.0,The College of New Jersey,6850.0,52.06%,$23250,Suburb
264300.0,Union County College,9317.0,15.25%,$10500,Suburb
262500.0,William Paterson University of New Jersey,8710.0,63.19%,$23500,Suburb
1300500.0,Olympian Academy of Cosmetology,842.0,74.65%,$9500,Town
474200.0,Central New Mexico Community College,19840.0,14.24%,$6000,Urban
2357600.0,Navajo Technical University,1257.0,0.0%,PrivacySuppressed,Rural
1063200.0,De Wolff College Hair Styling and Cosmetology,12.0,60.27%,$7000,Urban
265702.0,New Mexico State University-Dona Ana,5600.0,24.33%,$17000,Rural
474300.0,Clovis Community College,1848.0,5.73%,$4500,Town
