Date,Year,Month,Day,Average Price,Total Volume,Type,Region
2016-05-01,2016,5,1,0.99,1001227.0,conventional,SanFrancisco
2016-04-24,2016,4,24,1.0,1017426.0,conventional,SanFrancisco
2016-04-17,2016,4,17,1.39,786423.0,conventional,SanFrancisco
2016-04-10,2016,4,10,1.38,765652.0,conventional,SanFrancisco
2016-04-03,2016,4,3,1.12,849740.0,conventional,SanFrancisco
2016-03-27,2016,3,27,1.47,716020.0,conventional,SanFrancisco
2016-03-20,2016,3,20,1.4,739578.0,conventional,SanFrancisco
2016-03-13,2016,3,13,1.41,714002.0,conventional,SanFrancisco
2016-03-06,2016,3,6,1.29,817240.0,conventional,SanFrancisco
2016-02-28,2016,2,28,1.29,824093.0,conventional,SanFrancisco
2016-02-21,2016,2,21,1.15,799826.0,conventional,SanFrancisco
2016-02-14,2016,2,14,1.34,696959.0,conventional,SanFrancisco
2016-02-07,2016,2,7,0.89,1355047.0,conventional,SanFrancisco
2016-01-31,2016,1,31,1.27,805039.0,conventional,SanFrancisco
2016-01-24,2016,1,24,1.05,844417.0,conventional,SanFrancisco
2016-01-17,2016,1,17,1.24,732861.0,conventional,SanFrancisco
2016-01-10,2016,1,10,1.21,765840.0,conventional,SanFrancisco
2016-01-03,2016,1,3,0.93,918799.0,conventional,SanFrancisco
2016-12-25,2016,12,25,1.17,475144.0,conventional,Seattle
2016-12-18,2016,12,18,1.09,459323.0,conventional,Seattle
2016-12-11,2016,12,11,0.88,809404.0,conventional,Seattle
2016-12-04,2016,12,4,1.23,531803.0,conventional,Seattle
2016-11-27,2016,11,27,1.45,383269.0,conventional,Seattle
2016-11-20,2016,11,20,1.41,447760.0,conventional,Seattle
2016-11-13,2016,11,13,1.43,472868.0,conventional,Seattle
2016-11-06,2016,11,6,1.43,446970.0,conventional,Seattle
2016-10-30,2016,10,30,1.42,368056.0,conventional,Seattle
2016-10-23,2016,10,23,1.12,619599.0,conventional,Seattle
2016-10-16,2016,10,16,1.2,618367.0,conventional,Seattle
2016-10-09,2016,10,9,1.23,556874.0,conventional,Seattle
2016-10-02,2016,10,2,0.89,917140.0,conventional,Seattle
2016-09-25,2016,9,25,1.03,655426.0,conventional,Seattle
2016-09-18,2016,9,18,1.03,586212.0,conventional,Seattle
2016-09-11,2016,9,11,1.0,644049.0,conventional,Seattle
2016-09-04,2016,9,4,1.13,563852.0,conventional,Seattle
2016-08-28,2016,8,28,1.08,592604.0,conventional,Seattle
2016-08-21,2016,8,21,1.11,605653.0,conventional,Seattle
2016-08-14,2016,8,14,1.14,591638.0,conventional,Seattle
2016-08-07,2016,8,7,1.11,619209.0,conventional,Seattle
2016-07-31,2016,7,31,1.12,595856.0,conventional,Seattle
2016-07-24,2016,7,24,1.1,581023.0,conventional,Seattle
2016-07-17,2016,7,17,1.03,639853.0,conventional,Seattle
2016-07-10,2016,7,10,1.11,628610.0,conventional,Seattle
2016-07-03,2016,7,3,1.1,663580.0,conventional,Seattle
2016-06-26,2016,6,26,1.03,638550.0,conventional,Seattle
2016-06-19,2016,6,19,0.97,677710.0,conventional,Seattle
2016-06-12,2016,6,12,1.01,666341.0,conventional,Seattle
2016-06-05,2016,6,5,0.86,866343.0,conventional,Seattle
2016-05-29,2016,5,29,0.87,771236.0,conventional,Seattle
2016-05-22,2016,5,22,0.87,726065.0,conventional,Seattle
2016-05-15,2016,5,15,0.83,844349.0,conventional,Seattle
2016-05-08,2016,5,8,0.82,1007801.0,conventional,Seattle
2016-05-01,2016,5,1,0.82,858037.0,conventional,Seattle
2016-04-24,2016,4,24,0.88,752138.0,conventional,Seattle
2016-04-17,2016,4,17,0.84,862451.0,conventional,Seattle
2016-04-10,2016,4,10,0.93,728447.0,conventional,Seattle
2016-04-03,2016,4,3,0.86,793188.0,conventional,Seattle
2016-03-27,2016,3,27,0.85,781582.0,conventional,Seattle
2016-03-20,2016,3,20,1.02,596111.0,conventional,Seattle
2016-03-13,2016,3,13,0.94,712808.0,conventional,Seattle
2016-03-06,2016,3,6,0.88,782395.0,conventional,Seattle
2016-02-28,2016,2,28,0.91,737516.0,conventional,Seattle
2016-02-21,2016,2,21,0.86,755726.0,conventional,Seattle
2016-02-14,2016,2,14,0.98,593652.0,conventional,Seattle
2016-02-07,2016,2,7,0.75,1040955.0,conventional,Seattle
2016-01-31,2016,1,31,0.98,666670.0,conventional,Seattle
2016-01-24,2016,1,24,0.92,726079.0,conventional,Seattle
2016-01-17,2016,1,17,0.94,788935.0,conventional,Seattle
2016-01-10,2016,1,10,0.86,831912.0,conventional,Seattle
2016-01-03,2016,1,3,0.89,814296.0,conventional,Seattle
2016-12-25,2016,12,25,1.02,308343.0,conventional,SouthCarolina
2016-12-18,2016,12,18,1.07,269691.0,conventional,SouthCarolina
2016-12-11,2016,12,11,1.2,243555.0,conventional,SouthCarolina
2016-12-04,2016,12,4,1.09,304040.0,conventional,SouthCarolina
2016-11-27,2016,11,27,1.33,229072.0,conventional,SouthCarolina
2016-11-20,2016,11,20,1.34,246915.0,conventional,SouthCarolina
2016-11-13,2016,11,13,1.41,255288.0,conventional,SouthCarolina
2016-11-06,2016,11,6,1.5,222378.0,conventional,SouthCarolina
2016-10-30,2016,10,30,1.43,227994.0,conventional,SouthCarolina
2016-10-23,2016,10,23,1.4,260446.0,conventional,SouthCarolina
2016-10-16,2016,10,16,1.3,281240.0,conventional,SouthCarolina
2016-10-09,2016,10,9,1.32,262765.0,conventional,SouthCarolina
2016-10-02,2016,10,2,1.3,301002.0,conventional,SouthCarolina
2016-09-25,2016,9,25,1.25,327724.0,conventional,SouthCarolina
2016-09-18,2016,9,18,1.12,331549.0,conventional,SouthCarolina
2016-09-11,2016,9,11,1.08,341888.0,conventional,SouthCarolina
2016-09-04,2016,9,4,1.03,419927.0,conventional,SouthCarolina
2016-08-28,2016,8,28,1.11,352298.0,conventional,SouthCarolina
2016-08-21,2016,8,21,1.08,381549.0,conventional,SouthCarolina
2016-08-14,2016,8,14,1.11,389639.0,conventional,SouthCarolina
2016-08-07,2016,8,7,1.17,362626.0,conventional,SouthCarolina
2016-07-31,2016,7,31,1.18,344491.0,conventional,SouthCarolina
2016-07-24,2016,7,24,1.18,336674.0,conventional,SouthCarolina
2016-07-17,2016,7,17,1.17,336050.0,conventional,SouthCarolina
2016-07-10,2016,7,10,1.08,389300.0,conventional,SouthCarolina
2016-07-03,2016,7,3,0.95,515793.0,conventional,SouthCarolina
2016-06-26,2016,6,26,1.07,367779.0,conventional,SouthCarolina
2016-06-19,2016,6,19,0.97,451742.0,conventional,SouthCarolina
2016-06-12,2016,6,12,1.04,357902.0,conventional,SouthCarolina
2016-06-05,2016,6,5,0.94,416168.0,conventional,SouthCarolina
2016-05-29,2016,5,29,0.97,441398.0,conventional,SouthCarolina
2016-05-22,2016,5,22,1.04,343576.0,conventional,SouthCarolina
2016-05-15,2016,5,15,0.89,422276.0,conventional,SouthCarolina
2016-05-08,2016,5,8,0.82,504149.0,conventional,SouthCarolina
2016-05-01,2016,5,1,0.76,591963.0,conventional,SouthCarolina
2016-04-24,2016,4,24,0.93,420067.0,conventional,SouthCarolina
2016-04-17,2016,4,17,1.01,370691.0,conventional,SouthCarolina
2016-04-10,2016,4,10,0.96,397991.0,conventional,SouthCarolina
2016-04-03,2016,4,3,1.05,340565.0,conventional,SouthCarolina
2016-03-27,2016,3,27,1.07,315024.0,conventional,SouthCarolina
2016-03-20,2016,3,20,1.07,331531.0,conventional,SouthCarolina
2016-03-13,2016,3,13,0.96,414943.0,conventional,SouthCarolina
2016-03-06,2016,3,6,1.06,325787.0,conventional,SouthCarolina
2016-02-28,2016,2,28,0.93,387740.0,conventional,SouthCarolina
2016-02-21,2016,2,21,1.04,302654.0,conventional,SouthCarolina
2016-02-14,2016,2,14,0.91,342705.0,conventional,SouthCarolina
2016-02-07,2016,2,7,0.69,593760.0,conventional,SouthCarolina
2016-01-31,2016,1,31,1.01,312455.0,conventional,SouthCarolina
2016-01-24,2016,1,24,0.95,317032.0,conventional,SouthCarolina
2016-01-17,2016,1,17,1.05,287599.0,conventional,SouthCarolina
2016-01-10,2016,1,10,0.98,322435.0,conventional,SouthCarolina
2016-01-03,2016,1,3,1.03,319228.0,conventional,SouthCarolina
2016-12-25,2016,12,25,0.79,5630042.0,conventional,SouthCentral
2016-12-18,2016,12,18,0.72,5483208.0,conventional,SouthCentral
2016-12-11,2016,12,11,0.76,5031207.0,conventional,SouthCentral
2016-12-04,2016,12,4,0.76,5584115.0,conventional,SouthCentral
2016-11-27,2016,11,27,0.93,4064847.0,conventional,SouthCentral
2016-11-20,2016,11,20,1.06,4150511.0,conventional,SouthCentral
2016-11-13,2016,11,13,1.11,4224677.0,conventional,SouthCentral
2016-11-06,2016,11,6,1.16,4214624.0,conventional,SouthCentral
2016-10-30,2016,10,30,1.19,3733135.0,conventional,SouthCentral
2016-10-23,2016,10,23,1.09,4477595.0,conventional,SouthCentral
2016-10-16,2016,10,16,1.03,4967651.0,conventional,SouthCentral
2016-10-09,2016,10,9,1.0,5416592.0,conventional,SouthCentral
2016-10-02,2016,10,2,1.01,5006660.0,conventional,SouthCentral
2016-09-25,2016,9,25,0.98,5344837.0,conventional,SouthCentral
2016-09-18,2016,9,18,0.86,6130654.0,conventional,SouthCentral
2016-09-11,2016,9,11,0.82,6236079.0,conventional,SouthCentral
2016-09-04,2016,9,4,0.78,6802635.0,conventional,SouthCentral
2016-08-28,2016,8,28,0.84,5775722.0,conventional,SouthCentral
2016-08-21,2016,8,21,0.87,5682047.0,conventional,SouthCentral
2016-08-14,2016,8,14,0.94,5385035.0,conventional,SouthCentral
2016-08-07,2016,8,7,0.93,5647940.0,conventional,SouthCentral
2016-07-31,2016,7,31,0.98,5130900.0,conventional,SouthCentral
2016-07-24,2016,7,24,0.97,5528475.0,conventional,SouthCentral
2016-07-17,2016,7,17,0.94,5449442.0,conventional,SouthCentral
2016-07-10,2016,7,10,0.91,5646460.0,conventional,SouthCentral
2016-07-03,2016,7,3,0.91,6494533.0,conventional,SouthCentral
2016-06-26,2016,6,26,0.89,6046264.0,conventional,SouthCentral
2016-06-19,2016,6,19,0.89,6005535.0,conventional,SouthCentral
2016-06-12,2016,6,12,0.85,6195285.0,conventional,SouthCentral
2016-06-05,2016,6,5,0.83,6351401.0,conventional,SouthCentral
2016-05-29,2016,5,29,0.8,6239677.0,conventional,SouthCentral
2016-05-22,2016,5,22,0.72,6680323.0,conventional,SouthCentral
2016-05-15,2016,5,15,0.73,6728121.0,conventional,SouthCentral
2016-05-08,2016,5,8,0.72,7281887.0,conventional,SouthCentral
2016-05-01,2016,5,1,0.71,6953489.0,conventional,SouthCentral
2016-04-24,2016,4,24,0.7,6893901.0,conventional,SouthCentral
2016-04-17,2016,4,17,0.71,6657074.0,conventional,SouthCentral
2016-04-10,2016,4,10,0.73,6414263.0,conventional,SouthCentral
2016-04-03,2016,4,3,0.74,6154503.0,conventional,SouthCentral
2016-03-27,2016,3,27,0.77,6553309.0,conventional,SouthCentral
2016-03-20,2016,3,20,0.77,6276765.0,conventional,SouthCentral
2016-03-13,2016,3,13,0.79,5894070.0,conventional,SouthCentral
2016-03-06,2016,3,6,0.78,5848141.0,conventional,SouthCentral
2016-02-28,2016,2,28,0.77,5698454.0,conventional,SouthCentral
2016-02-21,2016,2,21,0.82,5108381.0,conventional,SouthCentral
2016-02-14,2016,2,14,0.7,6349602.0,conventional,SouthCentral
2016-02-07,2016,2,7,0.7,7606352.0,conventional,SouthCentral
2016-01-31,2016,1,31,0.79,5850128.0,conventional,SouthCentral
2016-01-24,2016,1,24,0.94,3898235.0,conventional,SouthCentral
2016-01-17,2016,1,17,0.81,5735627.0,conventional,SouthCentral
2016-01-10,2016,1,10,0.84,5647635.0,conventional,SouthCentral
2016-01-03,2016,1,3,0.79,5693942.0,conventional,SouthCentral
2016-12-25,2016,12,25,0.94,3722102.0,conventional,Southeast
2016-12-18,2016,12,18,0.96,3413411.0,conventional,Southeast
2016-12-11,2016,12,11,1.21,2648135.0,conventional,Southeast
2016-12-04,2016,12,4,0.99,3941512.0,conventional,Southeast
2016-11-27,2016,11,27,1.39,2408199.0,conventional,Southeast
2016-11-20,2016,11,20,1.38,2670426.0,conventional,Southeast
2016-11-13,2016,11,13,1.37,2819889.0,conventional,Southeast
2016-11-06,2016,11,6,1.44,2590998.0,conventional,Southeast
2016-10-30,2016,10,30,1.44,2502553.0,conventional,Southeast
2016-10-23,2016,10,23,1.43,2704876.0,conventional,Southeast
2016-10-16,2016,10,16,1.24,3233029.0,conventional,Southeast
2016-10-09,2016,10,9,1.37,2885138.0,conventional,Southeast
2016-10-02,2016,10,2,1.38,3106953.0,conventional,Southeast
2016-09-25,2016,9,25,1.32,3266161.0,conventional,Southeast
2016-09-18,2016,9,18,1.11,3403999.0,conventional,Southeast
2016-09-11,2016,9,11,1.08,3431698.0,conventional,Southeast
2016-09-04,2016,9,4,0.96,4804279.0,conventional,Southeast
2016-08-28,2016,8,28,1.11,3580022.0,conventional,Southeast
2016-08-21,2016,8,21,1.11,3716887.0,conventional,Southeast
2016-08-14,2016,8,14,1.09,4230675.0,conventional,Southeast
2016-08-07,2016,8,7,1.18,3419326.0,conventional,Southeast
2016-07-31,2016,7,31,1.18,3329109.0,conventional,Southeast
2016-07-24,2016,7,24,1.17,3381733.0,conventional,Southeast
2016-07-17,2016,7,17,1.15,3408143.0,conventional,Southeast
2016-07-10,2016,7,10,1.1,3646869.0,conventional,Southeast
2016-07-03,2016,7,3,0.91,5432817.0,conventional,Southeast
2016-06-26,2016,6,26,1.09,3619364.0,conventional,Southeast
2016-06-19,2016,6,19,0.94,4665537.0,conventional,Southeast
2016-06-12,2016,6,12,1.07,3393712.0,conventional,Southeast
2016-06-05,2016,6,5,0.91,4563745.0,conventional,Southeast
2016-05-29,2016,5,29,0.92,4829487.0,conventional,Southeast
2016-05-22,2016,5,22,1.05,3416062.0,conventional,Southeast
2016-05-15,2016,5,15,0.82,5002102.0,conventional,Southeast
2016-05-08,2016,5,8,0.86,4651540.0,conventional,Southeast
2016-05-01,2016,5,1,0.75,6415228.0,conventional,Southeast
2016-04-24,2016,4,24,0.84,5062465.0,conventional,Southeast
2016-04-17,2016,4,17,1.01,3673261.0,conventional,Southeast
2016-04-10,2016,4,10,0.86,4792907.0,conventional,Southeast
2016-04-03,2016,4,3,1.04,3507226.0,conventional,Southeast
2016-03-27,2016,3,27,1.05,3242246.0,conventional,Southeast
2016-03-20,2016,3,20,1.05,3304401.0,conventional,Southeast
2016-03-13,2016,3,13,0.88,4688502.0,conventional,Southeast
2016-03-06,2016,3,6,1.07,3161231.0,conventional,Southeast
2016-02-28,2016,2,28,0.84,4740050.0,conventional,Southeast
2016-02-21,2016,2,21,1.04,3068786.0,conventional,Southeast
2016-02-14,2016,2,14,0.98,3234338.0,conventional,Southeast
2016-02-07,2016,2,7,0.62,6847219.0,conventional,Southeast
2016-01-31,2016,1,31,1.02,3318110.0,conventional,Southeast
2016-01-24,2016,1,24,0.9,3895845.0,conventional,Southeast
2016-01-17,2016,1,17,1.09,2913810.0,conventional,Southeast
2016-01-10,2016,1,10,0.93,4132192.0,conventional,Southeast
2016-01-03,2016,1,3,1.06,3280451.0,conventional,Southeast
2016-12-25,2016,12,25,1.15,69055.0,conventional,Spokane
2016-12-18,2016,12,18,0.97,78378.0,conventional,Spokane
2016-12-11,2016,12,11,0.96,91423.0,conventional,Spokane
2016-12-04,2016,12,4,1.4,59511.0,conventional,Spokane
2016-11-27,2016,11,27,1.49,49762.0,conventional,Spokane
2016-11-20,2016,11,20,1.14,81018.0,conventional,Spokane
2016-11-13,2016,11,13,1.07,99461.0,conventional,Spokane
2016-11-06,2016,11,6,1.48,61366.0,conventional,Spokane
2016-10-30,2016,10,30,1.39,51300.0,conventional,Spokane
2016-10-23,2016,10,23,1.23,79478.0,conventional,Spokane
2016-10-16,2016,10,16,1.33,68850.0,conventional,Spokane
2016-10-09,2016,10,9,1.19,76242.0,conventional,Spokane
2016-10-02,2016,10,2,0.87,131585.0,conventional,Spokane
2016-09-25,2016,9,25,1.09,86854.0,conventional,Spokane
2016-09-18,2016,9,18,1.05,74748.0,conventional,Spokane
2016-09-11,2016,9,11,0.98,83096.0,conventional,Spokane
2016-09-04,2016,9,4,1.12,83576.0,conventional,Spokane
2016-08-28,2016,8,28,1.12,83628.0,conventional,Spokane
2016-08-21,2016,8,21,1.09,87249.0,conventional,Spokane
2016-08-14,2016,8,14,1.14,83933.0,conventional,Spokane
2016-08-07,2016,8,7,1.16,89531.0,conventional,Spokane
2016-07-31,2016,7,31,1.14,83903.0,conventional,Spokane
2016-07-24,2016,7,24,1.08,82617.0,conventional,Spokane
2016-07-17,2016,7,17,0.98,92387.0,conventional,Spokane
2016-07-10,2016,7,10,1.06,90751.0,conventional,Spokane
2016-07-03,2016,7,3,1.09,97365.0,conventional,Spokane
2016-06-26,2016,6,26,1.02,90302.0,conventional,Spokane
2016-06-19,2016,6,19,0.96,91555.0,conventional,Spokane
2016-06-12,2016,6,12,0.99,93820.0,conventional,Spokane
2016-06-05,2016,6,5,0.87,125934.0,conventional,Spokane
2016-05-29,2016,5,29,0.87,109604.0,conventional,Spokane
2016-05-22,2016,5,22,0.89,100553.0,conventional,Spokane
2016-05-15,2016,5,15,0.85,111994.0,conventional,Spokane
2016-05-08,2016,5,8,0.84,127403.0,conventional,Spokane
2016-05-01,2016,5,1,0.86,116348.0,conventional,Spokane
2016-04-24,2016,4,24,0.95,95661.0,conventional,Spokane
2016-04-17,2016,4,17,0.82,131734.0,conventional,Spokane
2016-04-10,2016,4,10,0.96,103999.0,conventional,Spokane
2016-04-03,2016,4,3,0.92,98398.0,conventional,Spokane
2016-03-27,2016,3,27,0.81,110616.0,conventional,Spokane
2016-03-20,2016,3,20,1.02,83458.0,conventional,Spokane
2016-03-13,2016,3,13,0.93,94531.0,conventional,Spokane
2016-03-06,2016,3,6,0.91,101869.0,conventional,Spokane
2016-02-28,2016,2,28,0.95,92596.0,conventional,Spokane
2016-02-21,2016,2,21,0.82,112075.0,conventional,Spokane
2016-02-14,2016,2,14,0.95,81626.0,conventional,Spokane
2016-02-07,2016,2,7,0.74,154733.0,conventional,Spokane
2016-01-31,2016,1,31,1.0,88041.0,conventional,Spokane
2016-01-24,2016,1,24,0.97,89537.0,conventional,Spokane
2016-01-17,2016,1,17,0.98,100754.0,conventional,Spokane
2016-01-10,2016,1,10,0.88,111605.0,conventional,Spokane
2016-01-03,2016,1,3,0.9,113049.0,conventional,Spokane
2016-12-25,2016,12,25,1.02,132034.0,conventional,StLouis
2016-12-18,2016,12,18,0.97,137885.0,conventional,StLouis
2016-12-11,2016,12,11,1.11,117573.0,conventional,StLouis
2016-12-04,2016,12,4,1.1,118176.0,conventional,StLouis
2016-11-27,2016,11,27,1.16,100424.0,conventional,StLouis
2016-11-20,2016,11,20,1.29,99931.0,conventional,StLouis
2016-11-13,2016,11,13,1.34,128094.0,conventional,StLouis
2016-11-06,2016,11,6,1.25,139698.0,conventional,StLouis
2016-10-30,2016,10,30,1.01,128966.0,conventional,StLouis
2016-10-23,2016,10,23,0.95,184407.0,conventional,StLouis
2016-10-16,2016,10,16,1.29,124201.0,conventional,StLouis
2016-10-09,2016,10,9,1.3,125600.0,conventional,StLouis
2016-10-02,2016,10,2,1.16,140030.0,conventional,StLouis
2016-09-25,2016,9,25,1.06,165888.0,conventional,StLouis
2016-09-18,2016,9,18,1.17,147518.0,conventional,StLouis
2016-09-11,2016,9,11,1.05,182676.0,conventional,StLouis
2016-09-04,2016,9,4,1.16,151456.0,conventional,StLouis
2016-08-28,2016,8,28,1.15,133189.0,conventional,StLouis
2016-08-21,2016,8,21,1.03,184061.0,conventional,StLouis
2016-08-14,2016,8,14,0.91,230730.0,conventional,StLouis
2016-08-07,2016,8,7,0.85,268010.0,conventional,StLouis
2016-07-31,2016,7,31,1.03,214273.0,conventional,StLouis
2016-07-24,2016,7,24,0.94,255733.0,conventional,StLouis
2016-07-17,2016,7,17,0.88,261737.0,conventional,StLouis
2016-07-10,2016,7,10,0.74,314848.0,conventional,StLouis
2016-07-03,2016,7,3,0.76,348135.0,conventional,StLouis
2016-06-26,2016,6,26,0.97,236900.0,conventional,StLouis
2016-06-19,2016,6,19,0.95,254403.0,conventional,StLouis
2016-06-12,2016,6,12,0.92,251350.0,conventional,StLouis
2016-06-05,2016,6,5,0.83,284149.0,conventional,StLouis
2016-05-29,2016,5,29,0.8,245482.0,conventional,StLouis
2016-05-22,2016,5,22,0.81,279392.0,conventional,StLouis
2016-05-15,2016,5,15,0.75,290604.0,conventional,StLouis
2016-05-08,2016,5,8,0.85,263364.0,conventional,StLouis
2016-05-01,2016,5,1,0.79,256180.0,conventional,StLouis
2016-04-24,2016,4,24,0.8,233321.0,conventional,StLouis
2016-04-17,2016,4,17,0.91,197201.0,conventional,StLouis
2016-04-10,2016,4,10,0.87,218755.0,conventional,StLouis
2016-04-03,2016,4,3,0.94,179485.0,conventional,StLouis
2016-03-27,2016,3,27,0.97,156455.0,conventional,StLouis
2016-03-20,2016,3,20,0.88,195882.0,conventional,StLouis
2016-03-13,2016,3,13,0.89,172599.0,conventional,StLouis
2016-03-06,2016,3,6,0.96,185570.0,conventional,StLouis
2016-02-28,2016,2,28,0.98,173283.0,conventional,StLouis
2016-02-21,2016,2,21,1.0,207339.0,conventional,StLouis
2016-02-14,2016,2,14,0.98,165071.0,conventional,StLouis
2016-02-07,2016,2,7,0.87,271355.0,conventional,StLouis
2016-01-31,2016,1,31,1.01,219444.0,conventional,StLouis
2016-01-24,2016,1,24,1.1,167620.0,conventional,StLouis
2016-01-17,2016,1,17,1.15,167689.0,conventional,StLouis
2016-01-10,2016,1,10,1.01,218461.0,conventional,StLouis
2016-01-03,2016,1,3,1.0,213437.0,conventional,StLouis
2016-12-25,2016,12,25,1.46,46036.0,conventional,Syracuse
2016-12-18,2016,12,18,1.42,42030.0,conventional,Syracuse
2016-12-11,2016,12,11,1.5,41911.0,conventional,Syracuse
2016-12-04,2016,12,4,1.64,50831.0,conventional,Syracuse
2016-11-27,2016,11,27,1.55,33758.0,conventional,Syracuse
2016-11-20,2016,11,20,1.61,38599.0,conventional,Syracuse
2016-11-13,2016,11,13,1.62,39271.0,conventional,Syracuse
2016-11-06,2016,11,6,1.59,38869.0,conventional,Syracuse
2016-10-30,2016,10,30,1.56,33700.0,conventional,Syracuse
2016-10-23,2016,10,23,1.38,56428.0,conventional,Syracuse
2016-10-16,2016,10,16,1.36,55054.0,conventional,Syracuse
2016-10-09,2016,10,9,1.23,69594.0,conventional,Syracuse
2016-10-02,2016,10,2,1.43,53796.0,conventional,Syracuse
2016-09-25,2016,9,25,1.54,61352.0,conventional,Syracuse
2016-09-18,2016,9,18,1.46,55922.0,conventional,Syracuse
2016-09-11,2016,9,11,1.35,60993.0,conventional,Syracuse
2016-09-04,2016,9,4,1.53,51793.0,conventional,Syracuse
2016-08-28,2016,8,28,1.38,71712.0,conventional,Syracuse
2016-08-21,2016,8,21,1.44,58498.0,conventional,Syracuse
2016-08-14,2016,8,14,1.35,60212.0,conventional,Syracuse
2016-08-07,2016,8,7,1.53,60524.0,conventional,Syracuse
2016-07-31,2016,7,31,1.6,68311.0,conventional,Syracuse
2016-07-24,2016,7,24,1.5,56952.0,conventional,Syracuse
2016-07-17,2016,7,17,1.31,66907.0,conventional,Syracuse
2016-07-10,2016,7,10,1.29,84386.0,conventional,Syracuse
2016-07-03,2016,7,3,1.37,85205.0,conventional,Syracuse
2016-06-26,2016,6,26,1.43,84340.0,conventional,Syracuse
2016-06-19,2016,6,19,1.35,78212.0,conventional,Syracuse
2016-06-12,2016,6,12,1.29,79669.0,conventional,Syracuse
2016-06-05,2016,6,5,1.31,80015.0,conventional,Syracuse
2016-05-29,2016,5,29,1.36,82174.0,conventional,Syracuse
2016-05-22,2016,5,22,1.27,72636.0,conventional,Syracuse
2016-05-15,2016,5,15,1.23,71440.0,conventional,Syracuse
2016-05-08,2016,5,8,1.23,85624.0,conventional,Syracuse
2016-05-01,2016,5,1,1.31,83408.0,conventional,Syracuse
2016-04-24,2016,4,24,1.22,68819.0,conventional,Syracuse
2016-04-17,2016,4,17,1.21,70543.0,conventional,Syracuse
2016-04-10,2016,4,10,1.28,62892.0,conventional,Syracuse
2016-04-03,2016,4,3,1.03,58862.0,conventional,Syracuse
2016-03-27,2016,3,27,1.29,72427.0,conventional,Syracuse
2016-03-20,2016,3,20,1.24,72561.0,conventional,Syracuse
2016-03-13,2016,3,13,1.18,71224.0,conventional,Syracuse
2016-03-06,2016,3,6,1.36,64867.0,conventional,Syracuse
2016-02-28,2016,2,28,1.27,64337.0,conventional,Syracuse
2016-02-21,2016,2,21,1.34,65393.0,conventional,Syracuse
2016-02-14,2016,2,14,1.28,65766.0,conventional,Syracuse
2016-02-07,2016,2,7,1.28,90935.0,conventional,Syracuse
2016-01-31,2016,1,31,1.2,70175.0,conventional,Syracuse
2016-01-24,2016,1,24,1.32,64280.0,conventional,Syracuse
2016-01-17,2016,1,17,1.37,70135.0,conventional,Syracuse
2016-01-10,2016,1,10,1.36,57677.0,conventional,Syracuse
2016-01-03,2016,1,3,1.34,69201.0,conventional,Syracuse
2016-12-25,2016,12,25,0.93,445441.0,conventional,Tampa
2016-12-18,2016,12,18,0.93,412891.0,conventional,Tampa
2016-12-11,2016,12,11,1.22,289765.0,conventional,Tampa
2016-12-04,2016,12,4,0.96,500796.0,conventional,Tampa
2016-11-27,2016,11,27,1.45,265591.0,conventional,Tampa
2016-11-20,2016,11,20,1.47,279595.0,conventional,Tampa
2016-11-13,2016,11,13,1.38,323761.0,conventional,Tampa
2016-11-06,2016,11,6,1.46,284328.0,conventional,Tampa
2016-10-30,2016,10,30,1.52,265332.0,conventional,Tampa
2016-10-23,2016,10,23,1.53,281816.0,conventional,Tampa
2016-10-16,2016,10,16,1.26,371149.0,conventional,Tampa
2016-10-09,2016,10,9,1.45,337370.0,conventional,Tampa
2016-10-02,2016,10,2,1.45,323324.0,conventional,Tampa
2016-09-25,2016,9,25,1.37,349976.0,conventional,Tampa
2016-09-18,2016,9,18,1.14,344938.0,conventional,Tampa
2016-09-11,2016,9,11,1.16,338519.0,conventional,Tampa
2016-09-04,2016,9,4,0.95,560691.0,conventional,Tampa
2016-08-28,2016,8,28,1.14,378818.0,conventional,Tampa
2016-08-21,2016,8,21,1.14,390053.0,conventional,Tampa
2016-08-14,2016,8,14,1.14,452076.0,conventional,Tampa
2016-08-07,2016,8,7,1.21,362836.0,conventional,Tampa
2016-07-31,2016,7,31,1.25,330278.0,conventional,Tampa
2016-07-24,2016,7,24,1.22,353863.0,conventional,Tampa
2016-07-17,2016,7,17,1.17,376275.0,conventional,Tampa
2016-07-10,2016,7,10,1.15,359347.0,conventional,Tampa
2016-07-03,2016,7,3,0.93,613098.0,conventional,Tampa
2016-06-26,2016,6,26,1.16,361182.0,conventional,Tampa
2016-06-19,2016,6,19,0.98,497271.0,conventional,Tampa
2016-06-12,2016,6,12,1.23,311069.0,conventional,Tampa
2016-06-05,2016,6,5,0.97,485003.0,conventional,Tampa
2016-05-29,2016,5,29,0.96,532427.0,conventional,Tampa
2016-05-22,2016,5,22,1.18,327249.0,conventional,Tampa
2016-05-15,2016,5,15,0.86,522135.0,conventional,Tampa
2016-05-08,2016,5,8,0.92,493629.0,conventional,Tampa
2016-05-01,2016,5,1,0.75,741725.0,conventional,Tampa
2016-04-24,2016,4,24,0.86,566118.0,conventional,Tampa
2016-04-17,2016,4,17,1.06,387924.0,conventional,Tampa
2016-04-10,2016,4,10,0.85,549366.0,conventional,Tampa
2016-04-03,2016,4,3,1.04,402546.0,conventional,Tampa
